State,Year,Crime_Type,Cases,Female_Population,Crime_Rate,Literacy_Rate,Urban_Percent,Unemployment_Rate,Avg_Income,Police_Stations,Conviction_Rate,Reporting_Rate,Population_Density,Latitude,Longitude
Assam,2019,Harassment,9132,86248742,10.59,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2019,Dowry Deaths,7921,86248742,9.18,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2019,Acid Attack,5516,86248742,6.4,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2019,Cyber Crime,1269,86248742,1.47,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2019,Stalking,1843,86248742,2.14,71.55,52.12,4.61,118388,2666,50.35,74.6,749,19.1,92.36
Assam,2020,Rape,2849,87939894,3.24,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Domestic Violence,6199,87939894,7.05,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Kidnapping,1741,87939894,1.98,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Harassment,1625,87939894,1.85,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Dowry Deaths,9882,87939894,11.24,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Acid Attack,7264,87939894,8.26,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Cyber Crime,5601,87939894,6.37,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2020,Stalking,8343,87939894,9.49,59.78,61.71,6.64,213189,2884,55.88,81.16,1098,19.1,92.36
Assam,2021,Rape,2975,89631046,3.32,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Domestic Violence,4110,89631046,4.59,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Kidnapping,4755,89631046,5.31,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Harassment,7897,89631046,8.81,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Dowry Deaths,2235,89631046,2.49,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Acid Attack,8758,89631046,9.77,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Cyber Crime,8479,89631046,9.46,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2021,Stalking,2928,89631046,3.27,61.72,39.4,5.04,118008,907,42.12,87.43,1055,19.1,92.36
Assam,2022,Rape,1161,91322198,1.27,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Domestic Violence,3874,91322198,4.24,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Kidnapping,9708,91322198,10.63,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Harassment,707,91322198,0.77,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Dowry Deaths,3165,91322198,3.47,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Acid Attack,2993,91322198,3.28,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Cyber Crime,7313,91322198,8.01,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2022,Stalking,1132,91322198,1.24,70.99,31.42,3.47,200273,2861,47.89,82.88,215,19.1,92.36
Assam,2023,Rape,7270,93013350,7.82,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Domestic Violence,6599,93013350,7.09,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Kidnapping,9055,93013350,9.74,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Harassment,2868,93013350,3.08,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Dowry Deaths,785,93013350,0.84,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Acid Attack,648,93013350,0.7,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Cyber Crime,4537,93013350,4.88,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Assam,2023,Stalking,7049,93013350,7.58,83.76,20.07,5.71,201175,2762,66.36,60.56,447,19.1,92.36
Uttarakhand,2018,Rape,840,33570055,2.5,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Domestic Violence,3317,33570055,9.88,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Kidnapping,2996,33570055,8.92,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Harassment,6462,33570055,19.25,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Dowry Deaths,5799,33570055,17.27,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Acid Attack,8074,33570055,24.05,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Cyber Crime,2189,33570055,6.52,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2018,Stalking,3767,33570055,11.22,83.91,66.92,9.38,168413,680,31.37,65.38,460,28.39,71.7
Uttarakhand,2019,Rape,1060,34241456,3.1,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Domestic Violence,9285,34241456,27.12,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Kidnapping,6048,34241456,17.66,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Harassment,2326,34241456,6.79,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Dowry Deaths,8129,34241456,23.74,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Acid Attack,8825,34241456,25.77,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Cyber Crime,3638,34241456,10.62,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2019,Stalking,8193,34241456,23.93,85.57,29.71,10.08,60382,541,48.33,67.6,111,28.39,71.7
Uttarakhand,2020,Rape,4759,34912857,13.63,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Domestic Violence,8786,34912857,25.17,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Kidnapping,6401,34912857,18.33,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Harassment,9825,34912857,28.14,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Dowry Deaths,5417,34912857,15.52,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Acid Attack,8929,34912857,25.58,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Cyber Crime,3030,34912857,8.68,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2020,Stalking,2460,34912857,7.05,57.83,44.18,4.56,70609,2011,48.65,91.97,892,28.39,71.7
Uttarakhand,2021,Rape,8467,35584258,23.79,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Domestic Violence,9234,35584258,25.95,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Kidnapping,1345,35584258,3.78,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Harassment,6277,35584258,17.64,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Dowry Deaths,3536,35584258,9.94,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Acid Attack,6447,35584258,18.12,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Cyber Crime,2994,35584258,8.41,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2021,Stalking,3219,35584258,9.05,83.88,59.98,4.1,151268,1163,26.76,93.34,1135,28.39,71.7
Uttarakhand,2022,Rape,6988,36255659,19.27,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Domestic Violence,5237,36255659,14.44,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Kidnapping,7025,36255659,19.38,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Harassment,4350,36255659,12.0,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Dowry Deaths,1189,36255659,3.28,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Acid Attack,5675,36255659,15.65,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Cyber Crime,9148,36255659,25.23,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2022,Stalking,5578,36255659,15.39,62.56,57.18,8.85,253218,2534,23.07,85.13,877,28.39,71.7
Uttarakhand,2023,Rape,2138,36927060,5.79,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Domestic Violence,6171,36927060,16.71,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Kidnapping,7428,36927060,20.12,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Harassment,1882,36927060,5.1,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Dowry Deaths,1903,36927060,5.15,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Acid Attack,9511,36927060,25.76,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Cyber Crime,3792,36927060,10.27,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Uttarakhand,2023,Stalking,9511,36927060,25.76,63.37,28.53,4.09,275469,1082,28.89,81.12,708,28.39,71.7
Himachal Pradesh,2018,Rape,4216,23321829,18.08,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Domestic Violence,4981,23321829,21.36,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Kidnapping,8398,23321829,36.01,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Harassment,7048,23321829,30.22,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Dowry Deaths,2793,23321829,11.98,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Acid Attack,5337,23321829,22.88,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Cyber Crime,8258,23321829,35.41,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2018,Stalking,7293,23321829,31.27,86.03,46.99,4.75,146774,2402,40.71,87.24,697,19.5,71.79
Himachal Pradesh,2019,Rape,4768,23788265,20.04,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Domestic Violence,1171,23788265,4.92,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Kidnapping,663,23788265,2.79,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Harassment,9156,23788265,38.49,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Dowry Deaths,5092,23788265,21.41,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Acid Attack,5295,23788265,22.26,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Cyber Crime,5298,23788265,22.27,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2019,Stalking,6536,23788265,27.48,78.83,31.38,8.57,110428,2460,61.72,78.32,437,19.5,71.79
Himachal Pradesh,2020,Rape,7894,24254702,32.55,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Domestic Violence,3993,24254702,16.46,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Kidnapping,6664,24254702,27.48,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Harassment,3172,24254702,13.08,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Dowry Deaths,4700,24254702,19.38,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Acid Attack,516,24254702,2.13,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Cyber Crime,3691,24254702,15.22,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2020,Stalking,892,24254702,3.68,84.55,25.88,7.39,154131,745,36.23,83.18,843,19.5,71.79
Himachal Pradesh,2021,Rape,7951,24721138,32.16,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Domestic Violence,9406,24721138,38.05,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Kidnapping,1275,24721138,5.16,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Harassment,7369,24721138,29.81,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Dowry Deaths,2747,24721138,11.11,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Acid Attack,7588,24721138,30.69,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Cyber Crime,578,24721138,2.34,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2021,Stalking,8580,24721138,34.71,88.0,68.53,3.69,92080,441,21.92,90.58,888,19.5,71.79
Himachal Pradesh,2022,Rape,3956,25187575,15.71,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Domestic Violence,8288,25187575,32.91,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Kidnapping,9099,25187575,36.12,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Harassment,8150,25187575,32.36,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Dowry Deaths,3211,25187575,12.75,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Acid Attack,2168,25187575,8.61,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Cyber Crime,647,25187575,2.57,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2022,Stalking,6920,25187575,27.47,57.33,51.1,4.35,80111,2696,42.16,52.15,186,19.5,71.79
Himachal Pradesh,2023,Rape,9464,25654011,36.89,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Domestic Violence,6993,25654011,27.26,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Kidnapping,5939,25654011,23.15,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Harassment,7011,25654011,27.33,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Dowry Deaths,8004,25654011,31.2,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Acid Attack,1746,25654011,6.81,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Cyber Crime,4339,25654011,16.91,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Himachal Pradesh,2023,Stalking,9051,25654011,35.28,68.57,47.72,11.92,251139,598,67.12,85.27,662,19.5,71.79
Goa,2018,Rape,2696,36099208,7.47,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Domestic Violence,4247,36099208,11.76,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Kidnapping,9343,36099208,25.88,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Harassment,6478,36099208,17.94,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Dowry Deaths,6107,36099208,16.92,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Acid Attack,1269,36099208,3.52,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Cyber Crime,1280,36099208,3.55,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2018,Stalking,6803,36099208,18.85,59.25,56.9,9.97,240632,416,46.52,51.89,469,18.31,73.96
Goa,2019,Rape,6284,36821192,17.07,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Domestic Violence,5083,36821192,13.8,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Kidnapping,6446,36821192,17.51,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Harassment,5441,36821192,14.78,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Dowry Deaths,6767,36821192,18.38,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Acid Attack,7628,36821192,20.72,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Cyber Crime,2961,36821192,8.04,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2019,Stalking,1185,36821192,3.22,81.18,68.71,8.91,238938,721,36.91,91.76,282,18.31,73.96
Goa,2020,Rape,7665,37543176,20.42,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Domestic Violence,801,37543176,2.13,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Kidnapping,8027,37543176,21.38,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Harassment,6881,37543176,18.33,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Dowry Deaths,1146,37543176,3.05,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Acid Attack,9289,37543176,24.74,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Cyber Crime,9353,37543176,24.91,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2020,Stalking,4830,37543176,12.87,55.45,79.54,9.04,170029,238,62.33,91.35,248,18.31,73.96
Goa,2021,Rape,9152,38265160,23.92,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Domestic Violence,4254,38265160,11.12,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Kidnapping,2224,38265160,5.81,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Harassment,1876,38265160,4.9,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Dowry Deaths,9206,38265160,24.06,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Acid Attack,9394,38265160,24.55,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Cyber Crime,2153,38265160,5.63,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2021,Stalking,2566,38265160,6.71,64.43,52.37,9.55,194129,2788,54.26,54.13,187,18.31,73.96
Goa,2022,Rape,6495,38987144,16.66,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Domestic Violence,9976,38987144,25.59,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Kidnapping,1014,38987144,2.6,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Harassment,948,38987144,2.43,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Dowry Deaths,6519,38987144,16.72,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Acid Attack,5843,38987144,14.99,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Cyber Crime,8533,38987144,21.89,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2022,Stalking,3020,38987144,7.75,60.3,25.63,8.19,59496,1334,28.04,75.11,228,18.31,73.96
Goa,2023,Rape,3149,39709128,7.93,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Domestic Violence,9005,39709128,22.68,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Kidnapping,3583,39709128,9.02,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Harassment,1537,39709128,3.87,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Dowry Deaths,3989,39709128,10.05,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Acid Attack,8104,39709128,20.41,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Cyber Crime,8044,39709128,20.26,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
Goa,2023,Stalking,3134,39709128,7.89,74.43,63.98,8.54,206570,2359,59.19,74.94,697,18.31,73.96
